Income,Age,Dependents,Occupation,City_Tier,Rent,Loan_Repayment,Insurance,Groceries,Transport,Eating_Out,Entertainment,Utilities,Healthcare,Education,Miscellaneous,Desired_Savings_Percentage,Desired_Savings,Disposable_Income,Potential_Savings_Groceries,Potential_Savings_Transport,Potential_Savings_Eating_Out,Potential_Savings_Entertainment,Potential_Savings_Utilities,Potential_Savings_Healthcare,Potential_Savings_Education,Potential_Savings_Miscellaneous,Dependents_Group,Total_Spend,Share_Rent,Share_Loan_Repayment,Share_Insurance,Share_Groceries,Share_Transport,Share_Eating_Out,Share_Entertainment,Share_Utilities,Share_Healthcare,Share_Education,Share_Miscellaneous,Savings_Rate,Pressure_Index,Income_Bin,Fixed_Cost_Share,Living_Cost_Share,Discretionary_Share,Savings_Rate_clip,Pressure_Index_clip,Cluster_KMeans,Cluster_GMM,GMM_Prob_0,GMM_Prob_1,GMM_Prob_2,GMM_Prob_3,PCA1,PCA2,PCA3,UMAP1,UMAP2,UMAP3,Pred_Pressure,Pressure_Residual,Pred_Cluster_RF
50367.60508357677,35,1,Student,Tier_3,7555.140762536515,4612.103386494076,2201.80004994864,6313.222080930132,3221.396403447025,1513.814375754018,1723.3069258963044,3368.457107630641,2178.5158473219,3160.0262993703845,628.3712199568122,13.9978075391687,7050.360421687626,13891.450624290315,1466.0739836139662,473.54975177871074,410.85712937681257,459.9652564827151,488.3834232749426,7.290892451943464,106.65359736162743,138.54242192398323,1,36476.15445928645,0.20712547346429644,0.12644160150275607,0.06036272415740044,0.17307806084593577,0.08831513220623757,0.04150147947870137,0.047244753495596856,0.0923468265107389,0.05972438376840112,0.08663266032875004,0.01722690424118531,0.139978075391687,0.7241987066639414,Q4,0.48627662563519186,0.32111757682057446,0.19260579754423357,0.139978075391687,0.7241987066639414,3.0,2.0,0.0,0.00014469789280839595,0.543456183462846,0.4563991186443458,-0.3165775255767778,-0.5868200566907543,1.066163892758191,5.529214,0.78842187,-0.08844506,0.6907033244694936,0.03349538219444781,3.0
55431.34150830326,40,1,Professional,Tier_2,11086.268301660652,8307.702220408508,1755.439820438597,8194.482409804936,3353.001888004895,1741.913581746191,1219.684252046555,2361.9758927458674,2574.449980700129,5520.436851603138,850.0417120514694,11.972313337769307,6636.413892703046,8465.944597092319,1059.4996401341882,838.1637000499502,466.1792578821057,327.90205887320263,353.4116495524101,92.73953758904796,116.12172653106074,71.52096334085267,1,46965.39691121094,0.23605183881697991,0.1768898543775621,0.03737730192629464,0.17447914738795406,0.07139302781458048,0.037089297574538015,0.025969848702703257,0.05029183288307415,0.05481588893131639,0.11754264234239602,0.018099319242600907,0.11972313337769308,0.8472715188423832,Q4,0.5006108280039108,0.30068806413385096,0.1987011078622382,0.11972313337769308,0.8472715188423832,1.0,3.0,0.0,1.5580015807672714e-06,0.000982508641084013,0.9990159333573353,0.7725989455743969,0.18267847694671474,0.8457583597620724,6.343594,1.6444813,-0.23379327,0.7429804766782792,0.10429104216410401,3.0
46304.79023459725,30,1,Student,Tier_2,9260.95804691945,0.0,2130.2548254922986,5065.627031541116,2500.0548471092625,2040.3106657836292,1016.6131635998316,2945.4335609918926,1649.7575140341282,3085.991146873468,919.533156236054,12.126401429533283,5615.1047449505895,15690.256276016116,962.0198876930228,380.27226241830766,598.8829040322513,188.31164182806216,793.6444698685805,34.87304365475653,39.73884111096927,203.1466749526172,1,30614.53395858113,0.3025020096483827,0.0,0.06958312115331733,0.1654647769061087,0.08166235195648004,0.06664516495805543,0.033206880267235915,0.09621030210607859,0.053888049260070736,0.10080150659972655,0.030035837144543973,0.12126401429533284,0.6611526324485338,Q4,0.46829543290777864,0.3010151781226595,0.23068938896956187,0.12126401429533284,0.6611526324485338,3.0,2.0,0.0,0.053586220790312826,0.8027270649086851,0.1436867143010021,-0.7577343219192965,0.20425746000177225,0.712818059472492,-1.0846561,3.4611578,1.663074,0.7422138013707139,-0.08106116892218007,3.0
18538.17448835576,46,1,Professional,Tier_2,3707.634897671152,3359.642815107103,874.8366654835075,2506.825232279527,1186.5801739531043,729.4581326099944,409.261016124922,946.0427259142214,746.6548569003629,1722.130244243265,294.4647046238324,9.35460343637234,1734.1727077284286,2054.643023444773,265.50628990453123,183.94174734827985,106.78742798486606,122.69997130233284,203.08420525022805,36.23497575699436,78.84775081142067,46.56161096023328,1,16483.53146491099,0.22492964602662424,0.20381814553870814,0.05307337613579953,0.15208059253661052,0.0719857984606645,0.044253753157374974,0.024828479079020704,0.05739320654242643,0.045297020149461936,0.1044758065290328,0.01786417584427637,0.09354603436372341,0.8891669174472742,Q2,0.5392143742435583,0.26936341114673695,0.19142221460970482,0.09354603436372341,0.8891669174472742,2.0,3.0,0.0,4.3600972466736104e-08,4.663166641058466e-06,0.9999952932323866,1.881136201494187,0.4761550400653222,0.40120698955276984,9.145866,2.8450854,1.2210858,0.7434839959131282,0.14568292153414597,0.0
57929.879866986135,63,1,Retired,Tier_2,11585.975973397228,0.0,2686.8937375505566,6416.198651568763,3010.576964509224,1164.427792033599,2301.159082148878,3995.5954929152554,1886.0065288323417,5289.47646452362,772.63380950579,13.173604714736108,7631.453385398249,18820.935370000887,1643.5053042759785,786.3300505074544,117.42577031207324,636.8629980676667,808.8785638681936,89.25147520710213,14.97984762646174,161.4568920694045,1,39108.94449698525,0.2962487513384654,0.0,0.06870279349415012,0.16405962201468674,0.07697924357793132,0.02977395087007168,0.05883971331229011,0.10216577164907276,0.04822442929846205,0.13524978831712947,0.019755936127740528,0.1317360471473611,0.6751083307402677,Q4,0.4671173164816883,0.2892632948910801,0.2436193886272318,0.1317360471473611,0.6751083307402677,3.0,2.0,0.0,0.005682239468985408,0.8750017859629753,0.11931597456803934,-0.6860697264195925,0.514711931147371,1.092322408043236,-1.3211535,3.5439956,1.3495244,0.7428678164298361,-0.06775948568956847,3.0
23578.008283443018,49,1,Self_Employed,Tier_2,4715.601656688604,0.0,556.5254455561451,2880.5027882518025,1706.6889988209048,1147.9119705708758,492.8129124239856,1880.1704728577292,893.5620239588889,1435.0789369240106,669.4745259328638,9.960479692778708,2348.482727034023,7199.678551457208,740.9350643092051,221.97249069362945,95.27035265056162,26.858484281446437,528.2643921764693,37.15113494056624,65.33323057589,114.62154719237962,1,16378.32973198581,0.2879171279278461,0.0,0.03397937730300344,0.17587280482126139,0.10420409325914672,0.07008724267707706,0.03008932659729973,0.11479622791974195,0.054557579349121324,0.08762059137943688,0.040875628766065424,0.09960479692778706,0.6946443285240096,Q2,0.4366927331505915,0.3346344774295294,0.22867278941987912,0.09960479692778706,0.6946443285240096,0.0,1.0,0.0,0.5840046046279163,0.3507922893380394,0.06520310603404429,-1.1471224420002004,0.2558571526769469,0.012817877591783695,-0.88635534,4.6685066,2.6629183,0.7380560546389572,-0.04341172611494759,0.0
9192.425129000392,45,1,Professional,Tier_2,1838.4850258000783,1648.0114794466826,403.24112895820974,1204.5701967558011,732.1032320432339,299.62735181504286,299.4625475674854,696.3705640028273,390.4797661439161,880.1314001100079,257.61844710178246,9.684399140398046,542.3239892553247,542.3239892553247,136.6320556219986,136.51128875716424,72.14696622548693,73.14327908434367,76.7413518626322,4.134574381569824,35.24752851539038,70.16007975902974,1,8650.101139745067,0.2125391363752611,0.19051933067862975,0.04661692648949697,0.13925504191171825,0.08463522220328747,0.0346385951995786,0.03461954290817819,0.08050432622147936,0.045141641679743896,0.10174810512515543,0.02978213120747105,0.05899683507286813,0.9410031649271319,Q1_Low,0.5301797197648671,0.2690319057947496,0.20078837444038328,0.05899683507286813,0.9410031649271319,2.0,0.0,0.9994717815337854,8.709590518400736e-13,3.7043474259332506e-11,0.0005282184282999571,2.175482151535455,1.0643766948902382,-0.3806906724638641,10.40284,4.2134504,1.9247848,0.7436115470275112,0.19739161789962067,0.0
20752.90765671867,27,1,Professional,Tier_3,3112.9361485078007,0.0,595.2010403138822,2533.6200851683025,1260.4701564108957,813.8300703693125,1008.4574519165132,1548.4364505399185,778.7897020962148,1985.1263553913443,525.8927933404524,8.233863170618527,1708.766020379031,6590.1474026640335,671.0363515686673,104.48196343046584,182.5375213856541,56.97131882567092,356.9434588715649,32.238938333677524,23.96420016143217,33.84084887012103,1,14162.760254054638,0.21979727769638707,0.0,0.042025779554058534,0.17889309991270633,0.08899890514280487,0.0574626736434603,0.0712048664120967,0.10933154432919379,0.05498855365240375,0.14016521636896487,0.03713208328792371,0.08233863170618527,0.6824470328845462,Q2,0.3711546015796394,0.32288055870791493,0.3059648397124456,0.08233863170618527,0.6824470328845462,0.0,1.0,0.0,0.854257485895179,0.14560890378922484,0.00013361031559606584,-2.1056068587290757,2.001791081324998,-0.1954054839391893,-3.0942194,6.407049,2.4778943,0.6919987416953728,-0.009551708810826565,0.0
23425.55407472084,43,1,Student,Tier_1,7027.666222416251,2226.8804201671514,1098.1584656582609,3200.36140154254,1660.425859674606,736.0448384552453,599.8252654616977,1763.193999186686,1032.461326802843,2095.5666608221245,504.1045721679004,7.90942020597887,1480.8650423655272,1480.8650423655272,454.76942932449913,343.52653324133485,41.17792560121345,101.12353611475557,150.04099813956782,13.823196268270502,46.90274468666633,100.71266270955164,1,21944.68903235531,0.32024451164719814,0.10147696405648915,0.05004210649962426,0.14583762826731875,0.07566413254826576,0.033540909938164026,0.02733350491215955,0.08034718544368653,0.0470483461980518,0.09549311260380201,0.0229715978852399,0.06321579577763624,0.9367842042223636,Q2,0.5521107676469981,0.2685501070136363,0.17933912533936547,0.06321579577763624,0.9367842042223636,2.0,0.0,0.9995566054912471,1.4574249906448642e-13,1.686046690098299e-11,0.00044339449174660335,2.4803125657948293,0.5742125399632858,-0.3259438625245523,10.323645,3.7649827,2.5212255,0.844062021228814,0.09272218299354962,2.0
28320.595167263356,35,1,Retired,Tier_1,8496.178550179005,0.0,900.0632647798342,3552.6841604019137,1829.5523118465464,1018.1883318492291,1358.7396889297977,1487.1300682705278,1083.4152105755902,1559.0013272433555,408.6177009927113,7.922013792687794,2243.561455321876,6627.024552194842,196.00909131628404,381.7380033857032,194.80239438776127,302.5958657554808,351.7125850830452,21.35331482899536,53.14785474099536,59.26251061277326,1,21693.57061506851,0.391645003993833,0.0,0.04148986263029673,0.16376668568954683,0.08433615398360131,0.04693502742890966,0.06263328951417556,0.06855165037873279,0.04994176522619297,0.07186467156128101,0.01883588959343016,0.07922013792687795,0.7659998134553604,Q3,0.5016865170028625,0.2980446048993411,0.2002688780977964,0.07922013792687795,0.7659998134553604,1.0,3.0,0.0,0.012917705480599508,0.004841146792063327,0.982241147727337,0.5373728236743063,0.19437054207710708,-0.2651740462766407,6.2948737,4.1169357,0.72078127,0.844807888225978,-0.07880807477061758,2.0
40057.417648633935,21,1,Student,Tier_3,6008.61264729509,6078.130006449661,1131.229868132154,5980.366829602706,2974.449365568409,1853.9647989180448,1286.1687165783094,2869.5936367597733,1609.1985431227804,3873.877163347359,798.5290425470027,13.130486883462194,5259.733970207549,5593.297030312649,799.0764731844298,527.4636080802603,406.4189063392187,95.18328551039563,573.2542860151119,80.30270655883064,132.27317035748507,169.9103239598103,1,34464.120618321285,0.17434400006425477,0.1763610937230326,0.03282340729537683,0.17352442837097998,0.08630568000006297,0.05379405496661559,0.03731906381196264,0.08326321940836884,0.04669199487037899,0.1124031918948191,0.023169865594147816,0.13130486883462195,0.8603680077588977,Q4,0.466791720491033,0.30652210324142193,0.22668617626754511,0.13130486883462195,0.8603680077588977,1.0,3.0,0.0,1.5350802064340825e-06,0.005563073611037469,0.9944353913087561,0.23314028492759173,0.7205058621705257,1.1862650001661537,5.9921503,1.2356741,-0.8992115,0.6908440382684902,0.1695239694904075,1.0
