Income,Age,Dependents,Occupation,City_Tier,Rent,Loan_Repayment,Insurance,Groceries,Transport,Eating_Out,Entertainment,Utilities,Healthcare,Education,Miscellaneous,Desired_Savings_Percentage,Desired_Savings,Disposable_Income,Potential_Savings_Groceries,Potential_Savings_Transport,Potential_Savings_Eating_Out,Potential_Savings_Entertainment,Potential_Savings_Utilities,Potential_Savings_Healthcare,Potential_Savings_Education,Potential_Savings_Miscellaneous,PersonID,Dependents_Group,Total_Spend,Share_Rent,Share_Loan_Repayment,Share_Insurance,Share_Groceries,Share_Transport,Share_Eating_Out,Share_Entertainment,Share_Utilities,Share_Healthcare,Share_Education,Share_Miscellaneous,Savings_Rate,Pressure_Index,Savings_Rate_clip,Pressure_Index_clip,Fixed_Cost_Share,Living_Cost_Share,Discretionary_Share,Income_Bin,Cluster_KMeans,Cluster_GMM,GMM_Prob_0,GMM_Prob_1,GMM_Prob_2,GMM_Prob_3,PCA1,PCA2,PCA3,UMAP1,UMAP2,UMAP3
36407.22336013257,54,3,Retired,Tier_1,10922.16700803977,4583.248323227494,970.78682432521,4685.673101497202,2503.094431348557,1328.961972624062,822.8832106536985,2335.941358685975,1153.74809253563,1940.128200247036,570.1235762183406,7.534437635244965,2743.079538793525,4590.467260729598,445.7033426588205,190.10809157568795,346.3105751623044,85.1304877817075,474.008684134304,40.96936102151567,85.02915054152663,40.63252308421399,PID_000012,3,31816.756099402974,0.3432834879180131,0.14405140200051686,0.030511810232703968,0.1472706107077059,0.078672207296316,0.04176924789164786,0.025863202649661052,0.07341858960693382,0.03626227918808101,0.06097819005135604,0.017918972457064496,0.07534437635244964,0.8739132832152108,0.07534437635244964,0.8739132832152108,0.5912652897581678,0.2622050971921029,0.14652961304972945,Q3,1,2,0.0,5.285804794991842e-10,0.9997352039988993,0.00026479547252030204,3.2546476286707406,0.15351471193392283,-0.9781141508780936,-0.0009932301,6.8786597,2.5449655
6492.016465573834,22,3,Retired,Tier_3,973.802469836075,0.0,184.24334081048212,955.4994257848748,494.8241918811041,309.23968800191767,229.82590645140465,471.86954428248094,222.6484180489697,590.0480387756074,179.08930202652394,7.151721192632913,464.2909173976621,1880.9261396743927,180.47130763125455,38.25459152845391,59.82853565183476,49.16050539267985,60.74243966252365,3.924078124772708,20.417944746888587,46.559238520924765,PID_000013,3,4611.09032589944,0.21118702975008952,0.0,0.03995656727339072,0.20721767700321395,0.10731175425078744,0.06706433102491813,0.049841987514433424,0.10233361546445915,0.04828541674805293,0.12796280208640515,0.03883881888424962,0.07151721192632914,0.7102708920027151,0.07151721192632914,0.7102708920027151,0.3534772124879394,0.3628148480020543,0.2837079395100063,Q1_Low,2,1,0.0,0.9336802734305383,0.00031786059100790786,0.06600186597845385,-2.7896841805603647,-1.1662829808548867,0.6709036882510415,13.794168,5.54843,1.6946106
19408.11353403291,52,3,Retired,Tier_1,5822.434060209873,2832.160281310571,516.1169284212968,2486.690884584547,1346.562801100864,956.5912292761128,930.2938672063276,1041.3286247613191,592.6318283326164,1604.7037409432396,452.33297902555125,6.115565684208621,826.2663088605877,826.2663088605877,541.4079948748654,254.95101928071884,119.94454862312972,170.26421332757465,120.84684947110286,19.93056719727646,79.48131803290596,109.0423959877108,PID_000024,3,18581.84722517232,0.3133398950951647,0.15241543249122835,0.027775329447447362,0.13382366427035816,0.07246657368255144,0.051479878059714365,0.05006466019944906,0.05604010258736062,0.03189305245873479,0.08635867691180839,0.024342734796182593,0.04257324172242173,0.9574267582775783,0.04257324172242173,0.9574267582775783,0.5495707596212009,0.23818329041164438,0.2122459499671544,Q2,1,0,0.9998433064179038,1.3540885796799064e-15,0.00015669245261696327,1.1294780278601677e-09,2.9053609645528264,-0.9881532022632489,1.1345806858362166,-2.40594,6.654244,1.5710267
32783.83155406074,37,3,Professional,Tier_2,6556.766310812148,0.0,946.624857243464,4815.609781647859,1788.1051973368822,1519.466234793638,1452.2629519293278,1557.9372533683315,1175.0535343713389,2225.1238532600782,973.8822862114238,9.373867594500627,3073.112962281771,9772.99929308625,322.6906618477966,491.9481588742949,258.49074917382205,293.89923884783536,192.6126453950728,35.05323830219965,68.57070080943669,251.96920848390465,PID_000025,3,23010.832260974486,0.2849425973145778,0.0,0.04113822770543178,0.20927577616629509,0.07770710668164063,0.06603265008239602,0.06311214368340391,0.0677045156689328,0.05106523401868371,0.09669897324982049,0.04232277542881801,0.09373867594500629,0.7018957568467702,0.09373867594500629,0.7018957568467702,0.3937853406889424,0.3380481168666194,0.26816654244443844,Q3,2,1,0.0,0.9034900421500718,0.004752417459032058,0.09175754039089609,-2.063828965974229,-0.40777176604279636,0.6368865631432231,13.304428,7.063841,1.762092
6255.5012872758,33,3,Self_Employed,Tier_2,1251.10025745516,867.810401757498,300.64527216345823,841.2850981699722,457.4749509655488,234.34521835879116,301.519761606328,459.1638219011631,244.87929574015052,380.3940065446959,123.6200871939528,6.422917425818373,401.78568225273006,793.2631154190813,100.0359109867361,107.94917700760377,19.49653312888105,32.06788488903708,81.00160547550831,2.679677340039327,9.441739654986202,7.554992877326303,PID_000037,3,5462.2381718567185,0.22904535065886505,0.15887450793133628,0.05504067429949932,0.15401838435104404,0.08375228918479115,0.04290278288600015,0.05520077157379531,0.08406147946219719,0.04483131054259969,0.06964068474798725,0.022631764361884642,0.06422917425818374,0.8731895208729885,0.06422917425818374,0.8731895208729885,0.5270220123518978,0.2826019840784349,0.19037600356966736,Q1_Low,1,2,0.0,2.423582004412813e-07,0.9997789212666369,0.00022083637516261023,1.8962713183199222,-0.4744022144866794,-0.18108277183237495,0.44302928,8.456245,0.9410638
69888.08400227477,58,3,Professional,Tier_1,20966.42520068243,0.0,3336.291258384359,9572.31545480313,3724.988472971296,2735.514604175051,2271.8669209495497,2813.686378140804,2620.609334995744,6124.98639958852,1935.463242606802,13.358239578909997,9335.817698133733,13785.936734977093,1239.3164770681904,845.05118735273,610.0544026068261,179.86590702183247,584.9208519603583,26.891672397596825,302.0811431672603,516.7097743012453,PID_000047,3,56102.14726729768,0.3737187651800255,0.0,0.05946815622740176,0.17062297828273854,0.06639654013996389,0.04875953483815406,0.040495186576821746,0.05015291776150823,0.04671139096530294,0.10917561444495397,0.034498915583129494,0.13358239578909994,0.8027426716330015,0.13358239578909994,0.8027426716330015,0.48333983916893547,0.2837309093880054,0.23292925144305926,Q5_High,0,2,0.0,0.00024308242162386927,0.8647194278912536,0.1350374896871226,0.24404964059359,1.0417599833380202,0.81775068806173,3.1014102,11.658328,3.603089
65472.71450185657,28,3,Professional,Tier_2,13094.542900371314,0.0,1739.6234319089144,7322.750029939149,4659.706070670766,1770.7023265102446,3042.792288948333,3519.551689931944,2326.276459229636,5264.06765649725,1497.538537402745,13.722197815620742,8984.295399201368,21235.163110446272,1730.9467488170649,261.0785580300212,146.86133418907136,484.0852745736965,374.3942099454611,99.14083431569236,241.2928492632044,431.9124636740729,PID_000059,3,44237.5513914103,0.2960051469511016,0.0,0.03932458685420597,0.16553244471304582,0.1053337249487898,0.04002713239806636,0.06878301789414046,0.07956027355111121,0.05258601315083941,0.1189954572738713,0.033852202264828005,0.13722197815620743,0.6756639269959683,0.13722197815620743,0.6756639269959683,0.4148900073564188,0.32345218281267507,0.2616578098309061,Q5_High,3,3,0.0,0.12798985743954144,0.011477244047982645,0.8605328985124759,-1.9428636312937086,0.8025616980265599,0.686145396123013,12.59212,7.9766946,3.5896442
20447.446136426697,42,3,Retired,Tier_2,4089.489227285339,0.0,453.19082922679775,2541.016218216134,1126.6079717662938,905.6748479443844,857.3724401279737,1251.0205382886838,951.679220758866,1830.868940260168,497.9936169490322,5.298558351999693,1083.4198650322753,5942.532285603023,528.8352240565199,251.20228279800145,185.60053492060248,110.3428449937519,124.1230185305742,44.54927497883256,52.625053280914464,96.12287474451009,PID_000060,3,14504.913850823674,0.2819381948313408,0.0,0.03124395180058673,0.17518313065139923,0.07767077994071081,0.062439174562415954,0.05910910253901902,0.08624805022317616,0.06561081510351915,0.12622404787024644,0.0343327524775856,0.05298558351999693,0.7093753300067862,0.05298558351999693,0.7093753300067862,0.3994301968551037,0.3184647256956292,0.28210507744926705,Q2,2,1,0.0,0.9623176412542317,0.003458406368813437,0.03422395237695484,-1.7411262307476214,-1.4637143590256054,1.1908557812457679,13.918115,7.6860604,0.5348647
25859.29731544101,36,3,Professional,Tier_2,5171.859463088203,0.0,730.6290816474578,3591.496786591032,1500.233088565935,700.5994065598949,736.9516886218862,1792.2159176609662,1201.7766981069844,1539.0160308787372,359.5327856364631,9.348148771614436,2417.365584341524,8534.98636808345,476.97783956941606,236.82300642208733,166.18853510100217,38.37338818279073,97.73259961687768,35.72155684467975,34.81104348722355,37.49313895470552,PID_000061,3,17324.31094735756,0.2985318999874598,0.0,0.04217363010093623,0.20730964697553153,0.0865969846145461,0.04044024658116378,0.04253858585551951,0.10345092068059013,0.06936937935129182,0.0888356273190467,0.02075307853391432,0.09348148771614438,0.6699451549680328,0.09348148771614438,0.6699451549680328,0.4441564507689862,0.36327601094136946,0.19256753828964435,Q3,2,1,0.0,0.8730687837443426,0.01004897701072137,0.11688223924493604,-1.0960653140279824,-0.056322964889611256,-1.6703882892225932,9.502544,6.1004586,1.4673233
11521.698485734503,50,3,Self_Employed,Tier_2,2304.339697146901,1912.4599548563592,575.0822765228042,1220.5278933081793,821.2823310331486,340.2846943384752,483.54504229870224,906.1356235983084,558.9452774587237,721.3857316413005,238.44277340734973,5.557984960290123,640.3742690070986,1439.2671901242538,327.98457556809683,136.60264939121166,28.753580682175627,108.45338087996124,136.3676574990731,23.48340920439196,15.651498645360112,41.422370520352125,PID_000063,3,10082.431295610255,0.2285500024334584,0.18968241873257463,0.057038055570305425,0.12105491795809008,0.08145677435865326,0.03375026165431251,0.04795917057319605,0.08987272980405299,0.05543754884817122,0.0715487872409685,0.023649332826216656,0.055579849602901236,0.8750820296238211,0.055579849602901236,0.8750820296238211,0.5651432065403914,0.2579492411649145,0.17690755229469374,Q1_Low,1,2,0.0,6.124151037167553e-09,0.9998818075787825,0.0001181862970663533,2.7636743264236787,-0.5212522019262363,-0.19680808635206068,-0.19662748,7.3461475,1.7503301
